1;0;1205;9.681120;861;-0.896635;0.191095
1;1;1203;9.680096;860;-0.896635;0.056228
1;1;1207;9.681341;858;0.179069;0.149503
1;1;1211;9.699770;860;1.179697;0.457924
1;1;1207;9.680966;863;2.355576;0.366750
1;1;1201;9.696960;865;4.212520;0.431041
1;1;1205;9.677790;865;3.351905;0.019425
1;9;1206;9.678326;862;2.355576;0.076914
1;10;1208;9.679797;861;1.179697;0.503861
1;21;1206;9.695728;861;0.179069;0.328675
1;22;1205;9.681120;861;-0.896635;0.096317
1;22;1205;9.681120;861;-0.896635;0.507335
1;22;1205;9.681120;861;-0.896635;0.440498
1;22;1205;9.681120;861;-0.896635;0.194309
1;22;1205;9.681120;861;-0.896635;0.228115
1;22;1205;9.681120;861;-0.896635;0.412433
1;38;1206;9.678326;862;1.570000;0.325012
2;0;1206;9.798748;837;-1.043253;0.114938
2;1;1204;9.810796;835;-1.043253;0.024597
2;1;1208;9.831991;834;0.297733;0.287075
2;1;1209;9.817896;835;0.837381;0.315693
2;1;1209;9.807912;836;1.292029;0.252993
2;1;1204;9.744558;838;4.420462;0.135633
2;1;1210;9.746593;840;2.355576;0.402469
2;1;1207;9.755857;842;3.069491;0.105684
2;9;1208;9.790073;837;1.292029;0.145867
2;10;1208;9.790328;836;0.837381;0.337684
2;21;1207;9.800762;836;0.297733;0.314121
2;22;1206;9.798964;836;-1.043253;0.407886
2;22;1206;9.798964;836;-1.043253;0.365340
2;22;1206;9.798964;836;-1.043253;0.124944
2;22;1206;9.798964;836;-1.043253;0.041639
2;22;1206;9.798964;836;-1.043253;0.095205
2;22;1206;9.798964;836;-1.043253;0.362419
2;22;1206;9.798964;836;-1.043253;0.276272
2;38;1207;9.803992;837;1.570000;0.407714
3;0;1180;9.750792;845;-0.433142;0.491670
3;1;1179;9.783605;841;-0.433142;0.039430
3;1;1182;9.792649;843;0.348016;0.146988
3;1;1177;9.731115;845;-1.279810;0.166468
3;1;1186;9.783149;844;1.211541;0.380725
3;1;1186;9.750613;848;2.060234;0.033666
3;1;1182;9.730830;849;2.960954;0.457088
3;1;1176;9.699912;849;4.068319;0.088271
3;9;1183;9.769322;845;1.211541;0.265083
3;10;1180;9.739790;846;-1.279810;0.472617
3;21;1181;9.764493;845;0.348016;0.220655
3;22;1180;9.875919;844;-0.433142;0.161296
3;22;1180;9.875919;844;-0.433142;0.032424
3;22;1180;9.875919;844;-0.433142;0.041088
3;22;1180;9.875919;844;-0.433142;0.093171
3;22;1180;9.875919;844;-0.433142;0.160334
3;22;1180;9.875919;844;-0.433142;0.195988
3;22;1180;9.875919;844;-0.433142;0.382505
3;38;1191;9.723425;847;1.570000;0.237181
4;0;1195;9.861552;830;-0.786017;0.189604
4;1;1194;9.903470;829;-0.786017;0.443408
4;1;1192;9.993731;831;4.248229;0.286546
4;1;1196;9.883598;829;0.784779;0.068879
4;1;1199;9.841181;832;2.098339;0.414920
4;1;1198;9.850386;829;1.211541;0.446000
4;1;1195;9.838857;832;2.943414;0.194026
4;9;1196;9.842175;831;2.098339;0.387378
4;10;1195;9.861552;830;0.784779;0.413709
4;21;1194;9.899439;830;4.248229;0.146468
4;22;1194;9.903470;829;-0.786017;0.286910
4;22;1194;9.903470;829;-0.786017;0.030644
4;22;1194;9.903470;829;-0.786017;0.035259
4;22;1194;9.903470;829;-0.786017;0.476296
