1;supply_node;1202;9.714987;833;-1.570000;0
1;supply_node;1179;9.649547;848;-1.570000;0
1;supply_node;1172;9.570878;850;-1.570000;0
1;supply_node;1187;9.692860;842;-1.570000;0
1;supply_node;1203;9.716528;830;-1.570000;0
1;supply_node;1186;9.683149;844;-1.570000;0
1;supply_node;1191;9.609917;870;-1.570000;0
1;supply_node;1172;9.577930;852;-1.570000;0
1;supply_node;1205;9.576092;862;-1.570000;0
1;supply_node;1193;9.620068;872;-1.570000;0
1;supply_node;1204;9.776574;834;-1.570000;0
1;supply_node;1206;9.658932;829;-1.570000;0
1;supply_node;1163;9.659900;835;-1.570000;0
1;supply_node;1201;9.671564;829;-1.570000;0
1;arms_factory;1172;9.582081;847;-1.570000;0
1;arms_factory;1170;9.827044;833;-1.570000;0
1;arms_factory;1179;9.720361;844;-1.570000;0
1;arms_factory;1168;9.608064;849;-1.570000;0
1;arms_factory;1208;9.608115;852;-1.570000;0
1;arms_factory;1194;9.686908;876;-1.570000;0
1;industrial_complex;1194;9.700798;837;-1.570000;0
1;industrial_complex;1211;9.587567;850;-1.570000;0
1;industrial_complex;1198;9.636639;842;-1.570000;0
1;industrial_complex;1203;9.631358;851;-1.570000;0
1;industrial_complex;1171;9.738618;840;-1.570000;0
1;industrial_complex;1194;9.588792;855;-1.570000;0
1;air_base;1215;9.585086;855;-1.570000;0
1;bunker;1166;9.710886;834;-1.570000;0
1;bunker;1207;9.615560;849;-1.570000;0
1;bunker;1193;9.758288;833;-1.570000;0
1;bunker;1169;9.582259;851;-1.570000;0
1;bunker;1203;9.612388;849;-1.570000;0
1;bunker;1212;9.600970;848;-1.570000;0
1;bunker;1174;9.763126;838;-1.570000;0
1;bunker;1166;9.666703;832;-1.570000;0
1;bunker;1167;9.674841;833;-1.570000;0
1;bunker;1198;9.750386;829;-1.570000;0
1;bunker;1171;9.634834;844;-1.570000;0
1;bunker;1206;9.664224;841;-1.570000;0
1;bunker;1203;9.660673;837;-1.570000;0
1;bunker;1210;9.646593;840;-1.570000;0
1;anti_air_building;1195;9.690463;876;-1.570000;0
1;anti_air_building;1182;9.668921;830;-1.570000;0
1;anti_air_building;1209;9.600994;852;-1.570000;0
1;synthetic_refinery;1189;9.936284;831;-1.570000;0
1;nuclear_reactor_spawn;1194;9.602142;854;-1.570000;0
1;rocket_site_spawn;1175;9.814239;840;-1.570000;0
1;radar_station;1208;9.657232;842;-1.570000;0
1;fuel_silo;1206;9.658932;829;-1.570000;0
1;stronghold_network;1201;9.626075;868;-1.570000;0
1;special_project_facility_spawn;1195;9.606687;870;-1.570000;0
1;special_project_facility_spawn;1177;9.928342;839;-1.570000;0
1;special_project_facility_spawn;1179;9.616288;860;-1.570000;0
1;special_project_facility_spawn;1171;9.762434;834;-1.570000;0
1;special_project_facility_spawn;1209;9.717896;835;-1.570000;0
1;special_project_facility_spawn;1171;9.573013;850;-1.570000;0
1;special_project_facility_spawn;1176;9.669257;831;-1.570000;0
1;special_project_facility_spawn;1195;9.686308;836;-1.570000;0
1;special_project_facility_spawn;1175;9.814239;840;-1.570000;0
1;special_project_facility_spawn;1206;9.582812;867;-1.570000;0
1;special_project_facility_spawn;1182;9.672772;857;-1.570000;0
1;special_project_facility_spawn;1196;9.720031;830;-1.570000;0
1;special_project_facility_spawn;1186;9.707154;843;-1.570000;0
1;special_project_facility_spawn;1201;9.626075;868;-1.570000;0
2;supply_node;1150;9.592793;765;-1.570000;0
2;supply_node;1148;9.583017;767;-1.570000;0
2;supply_node;1138;9.567199;773;-1.570000;0
2;supply_node;1156;9.573226;789;-1.570000;0
2;supply_node;1132;9.554625;785;-1.570000;0
2;supply_node;1152;9.558312;780;-1.570000;0
2;supply_node;1147;9.551810;791;-1.570000;0
2;arms_factory;1136;9.587030;772;-1.570000;0
2;arms_factory;1152;9.567845;782;-1.570000;0
2;arms_factory;1145;9.555302;791;-1.570000;0
2;arms_factory;1148;9.576562;768;-1.570000;0
2;arms_factory;1136;9.547133;787;-1.570000;0
2;arms_factory;1160;9.562441;765;-1.570000;0
2;industrial_complex;1146;9.589477;767;-1.570000;0
2;industrial_complex;1138;9.562542;797;-1.570000;0
2;industrial_complex;1150;9.608679;769;-1.570000;0
2;industrial_complex;1134;9.556251;793;-1.570000;0
2;industrial_complex;1161;9.563796;769;-1.570000;0
2;industrial_complex;1151;9.554084;777;-1.570000;0
2;air_base;1153;9.566385;770;-1.570000;0
2;bunker;1143;9.556684;789;-1.570000;0
2;bunker;1160;9.562441;765;-1.570000;0
2;bunker;1156;9.572189;769;-1.570000;0
2;bunker;1141;9.558241;796;-1.570000;0
2;bunker;1133;9.547920;787;-1.570000;0
2;bunker;1149;9.555360;776;-1.570000;0
2;bunker;1156;9.558015;772;-1.570000;0
2;anti_air_building;1147;9.556491;774;-1.570000;0
2;anti_air_building;1157;9.565092;794;-1.570000;0
2;anti_air_building;1154;9.558533;779;-1.570000;0
2;synthetic_refinery;1144;9.554795;776;-1.570000;0
2;nuclear_reactor_spawn;1139;9.555465;797;-1.570000;0
2;rocket_site_spawn;1140;9.588606;769;-1.570000;0
2;radar_station;1138;9.570689;784;-1.570000;0
2;fuel_silo;1141;9.556093;783;-1.570000;0
2;stronghold_network;1143;9.556155;782;-1.570000;0
2;special_project_facility_spawn;1148;9.592092;766;-1.570000;0
2;special_project_facility_spawn;1141;9.579196;772;-1.570000;0
2;special_project_facility_spawn;1155;9.553316;779;-1.570000;0
2;special_project_facility_spawn;1157;9.568543;770;-1.570000;0
2;special_project_facility_spawn;1147;9.578480;770;-1.570000;0
2;special_project_facility_spawn;1158;9.573707;786;-1.570000;0
2;special_project_facility_spawn;1139;9.571266;776;-1.570000;0
3;supply_node;1425;9.757469;101;-1.570000;0
3;supply_node;1424;9.731831;90;-1.570000;0
3;arms_factory;1414;9.514168;91;-1.570000;0
3;arms_factory;1411;9.514543;102;-1.570000;0
3;arms_factory;1426;9.711360;105;-1.570000;0
3;arms_factory;1425;9.757469;101;-1.570000;0
3;arms_factory;1418;9.527161;97;-1.570000;0
3;arms_factory;1420;9.522631;108;-1.570000;0
3;industrial_complex;1416;9.522706;96;-1.570000;0
3;industrial_complex;1425;9.688265;104;-1.570000;0
3;industrial_complex;1422;9.537626;108;-1.570000;0
3;industrial_complex;1424;9.548188;110;-1.570000;0
3;industrial_complex;1413;9.515101;92;-1.570000;0
3;industrial_complex;1415;9.539105;89;-1.570000;0
3;air_base;1425;9.751397;102;-1.570000;0
3;bunker;1411;9.528823;98;-1.570000;0
3;bunker;1425;9.643011;105;-1.570000;0
3;coastal_bunker;1428;9.900870;104;-1.570000;0
3;coastal_bunker;1423;9.659132;97;-1.570000;0
3;dockyard;1426;9.961296;102;-1.570000;0
3;naval_base_spawn;1425;9.757469;101;-1.570000;9180
3;naval_base_spawn;1422;9.746471;88;-1.570000;9180
3;anti_air_building;1423;9.674315;90;-1.570000;0
3;anti_air_building;1418;9.524163;106;-1.570000;0
3;anti_air_building;1414;9.514168;91;-1.570000;0
3;synthetic_refinery;1411;9.528823;98;-1.570000;0
