1;1080;9.900000;127;small
2;1365;9.900000;139;small
3;1250;9.900000;136;small
4;1618;9.900000;179;small
5;1156;9.900000;190;small
6;1043;9.900000;218;small
7;1505;9.900000;215;small
8;1613;9.900000;246;small
9;1263;9.900000;259;small
10;1165;9.900000;280;small
11;1342;9.900000;273;small
12;988;9.900000;293;small
13;1435;9.900000;316;small
14;1090;9.900000;327;small
15;1236;9.900000;374;small
16;1399;9.900000;386;small
17;1001;9.900000;388;small
18;1068;9.900000;408;small
19;1542;9.900000;438;small
20;1183;9.900000;446;small
21;1128;9.900000;459;small
22;1416;9.900000;464;small
23;1297;9.900000;452;small
24;853;9.900000;484;small
25;916;9.900000;489;small
26;1283;9.900000;540;small
27;1063;9.900000;514;small
28;865;9.900000;531;small
29;1895;9.900000;532;small
30;1153;9.900000;535;small
31;1367;9.900000;548;small
32;1430;9.900000;581;small
33;1603;9.900000;566;small
34;1508;9.900000;563;small
35;1304;9.900000;610;small
36;1185;9.900000;587;small
37;886;9.900000;613;small
38;1268;9.900000;656;small
39;1371;9.900000;660;small
40;1154;9.900000;668;small
41;1456;9.900000;664;small
42;1550;9.900000;701;small
43;1047;9.900000;712;small
44;1260;9.900000;738;small
45;1443;9.900000;745;small
46;1698;9.900000;741;small
47;1165;9.900000;764;small
48;1346;9.900000;752;small
49;1800;9.900000;767;small
50;1904;9.900000;793;small
51;1024;9.900000;807;small
52;1595;9.900000;811;small
53;1694;9.900000;808;small
54;1398;9.900000;820;small
55;1296;9.900000;821;small
56;1515;9.900000;840;small
57;1817;9.900000;862;small
58;1228;9.900000;856;small
59;1712;9.900000;874;small
60;1440;9.900000;881;small
61;1145;9.900000;891;small
62;1336;9.900000;902;small
63;1656;9.900000;930;small
64;901;9.900000;919;small
65;954;9.900000;935;small
66;1015;9.900000;922;small
67;1089;9.900000;944;small
68;1417;9.900000;941;small
69;855;9.900000;949;small
70;1237;9.900000;958;small
71;1481;9.900000;988;small
72;902;9.900000;1025;small
73;1683;9.900000;1041;small
74;1793;9.900000;1026;small
75;1042;9.900000;1035;small
76;1753;9.900000;1156;small
77;1174;9.900000;1212;small
78;1020;9.900000;1236;small
79;1725;9.900000;1253;small
80;913;9.900000;1255;small
81;1088;9.900000;1298;small
82;936;9.900000;1303;small
83;1379;9.900000;1339;small
84;1185;9.900000;1338;small
85;933;9.900000;1351;small
86;1448;9.900000;1369;small
87;935;9.900000;1412;small
88;1032;9.900000;1416;small
89;1331;9.900000;1449;small
90;1231;9.900000;1481;small
91;1135;9.900000;1473;small
92;1742;9.900000;1501;small
93;1056;9.900000;1521;small
94;1428;9.900000;1548;small
95;1314;9.900000;1551;small
96;1768;9.900000;1562;small
97;986;9.900000;1563;small
98;1702;9.900000;1604;small
99;1799;9.900000;1601;small
100;1051;9.900000;1611;small
101;1224;9.900000;1603;small
102;964;9.900000;1623;small
103;1137;9.900000;1619;small
104;1368;9.900000;1637;small
105;1773;9.900000;1647;small
106;1852;9.900000;1683;small
107;1532;9.900000;1687;small
108;1918;9.900000;1686;small
109;948;9.900000;1702;small
110;885;9.900000;1695;small
111;1759;9.900000;1700;small
112;1021;9.900000;1701;small
113;1248;9.900000;1702;small
114;1429;9.900000;1701;small
115;1103;9.900000;1709;small
116;1329;9.900000;1742;small
117;1173;9.900000;1750;small
118;1411;9.900000;1788;small
119;1058;9.900000;1810;small
120;1253;9.900000;1820;small
121;1461;9.900000;1834;small
122;1339;9.900000;1835;small
123;1164;9.900000;1850;small
124;967;9.900000;1858;small
125;1387;9.900000;1885;small
126;1576;9.900000;1887;small
127;1553;9.900000;1916;small
128;1105;9.900000;1911;small
129;1251;9.900000;1918;small
130;1437;9.900000;1955;small
131;1372;9.900000;1958;small
132;1588;9.900000;35;small
133;799;9.900000;38;small
134;1115;9.900000;39;small
135;427;9.900000;72;small
136;1285;9.900000;51;small
137;1379;9.900000;34;small
138;181;9.900000;87;small
139;988;9.900000;45;small
140;1204;9.900000;57;small
141;640;9.900000;52;small
142;1778;9.900000;46;small
143;2532;9.900000;87;small
144;1924;9.900000;55;small
145;2753;9.900000;230;small
146;1495;9.900000;84;small
147;873;9.900000;83;small
148;1690;9.900000;92;small
149;1556;9.900000;151;small
150;2173;9.900000;142;small
151;744;9.900000;157;small
152;1435;9.900000;197;small
153;931;9.900000;185;small
154;540;9.900000;180;small
155;1836;9.900000;166;small
156;1707;9.900000;251;small
157;1980;9.900000;213;small
158;797;9.900000;292;small
159;2326;9.900000;173;small
160;630;9.900000;258;small
161;910;9.900000;319;small
162;1545;9.900000;312;small
163;569;9.900000;327;small
164;173;9.900000;245;small
165;2091;9.900000;238;small
166;1831;9.900000;309;small
167;2572;9.900000;328;small
168;443;9.900000;385;small
169;804;9.900000;427;small
170;696;9.900000;370;small
